@relation 'Laptop_price-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.AddValues-C1-L0,1,2,3,4-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A<0.25,1,ifelse(A<0.5,2,3))-V-R2-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A<0.25,1,ifelse(A<0.5,2,3))-V-R5-unset-class-temporarily-weka.filters.unsupervised.attribute.MathExpression-Eifelse(A<0.25,1,ifelse(A<0.5,2,3))-V-R6-unset-class-temporarily-weka.filters.unsupervised.attribute.AddValues-C8-L0,1-weka.filters.unsupervised.attribute.AddValues-C9-L0,1'

@attribute Brand {Asus,Acer,Lenovo,HP,Dell,0,1,2,3,4}
@attribute Processor_Speed numeric
@attribute RAM_Size numeric
@attribute Storage_Capacity numeric
@attribute Screen_Size numeric
@attribute Weight numeric
@attribute Price numeric
@attribute Outlier {no,yes,0,1}
@attribute ExtremeValue {no,yes,0,1}

@data
3,3,1,0.344086,3,1,0.38722,0,0
4,3,0.142857,0,3,1,0.027848,0,0
3,2,1,0,3,2,0.07178,0,0
2,2,0.142857,1,3,1,0.913036,0,0
3,2,0.428571,0.344086,1,1,0.359967,0,0
3,3,1,0,2,3,0.09793,0,0
1,1,1,0,2,1,0.075849,0,0
1,3,0,0.344086,2,1,0.339436,0,0
1,3,0.428571,1,3,3,0.962159,0,0
2,2,0.142857,0.344086,3,2,0.340333,0,0
1,3,1,0.344086,2,1,0.394233,0,0
4,2,1,0,3,2,0.080307,0,0
0,3,0.142857,0,3,3,0.038281,0,0
4,3,0.428571,1,2,2,0.956457,0,0
4,2,0,0,1,2,0.016022,0,0
1,2,0,0,2,1,0.014503,0,0
0,3,1,0.344086,1,3,0.393498,0,0
0,3,0.142857,0,3,2,0.038913,0,0
0,1,1,1,1,3,0.968648,0,0
2,3,0.142857,0.344086,2,3,0.33936,0,0
1,3,0,1,3,3,0.921985,0,0
0,3,0.428571,0.344086,3,2,0.358197,0,0
2,1,0.142857,0,1,2,0.018445,0,0
3,3,0,0.344086,1,2,0.328382,0,0
3,3,1,0.344086,1,1,0.401432,0,0
2,1,0.142857,0,1,1,0.025966,0,0
2,1,0.428571,0,1,3,0.048673,0,0
1,3,1,1,3,2,0.994023,0,0
1,1,1,1,1,2,0.96422,0,0
3,3,0,0,1,3,0.036021,0,0
0,2,0.142857,0,3,3,0.033481,0,0
3,1,1,0,2,1,0.073944,0,0
0,3,0.428571,0.344086,2,3,0.372718,0,0
0,2,0.142857,0.344086,2,1,0.343082,0,0
1,3,0.428571,0.344086,3,3,0.355831,0,0
4,2,1,0,1,3,0.079594,0,0
4,3,0.428571,1,3,3,0.936863,0,0
2,1,0,0,3,3,0.020737,0,0
1,2,0.428571,0.344086,1,1,0.340674,0,0
0,3,0.142857,0.344086,3,2,0.344326,0,0
4,2,0.428571,0,2,3,0.04694,0,0
0,3,0.428571,0,1,2,0.028255,0,0
4,2,0,0.344086,3,3,0.344378,0,0
4,3,0.428571,0.344086,3,2,0.369744,0,0
4,1,0.428571,0.344086,3,2,0.335005,0,0
1,3,1,0,1,2,0.107698,0,0
3,2,1,0.344086,2,2,0.409047,0,0
0,1,0.142857,0.344086,3,3,0.334839,0,0
1,1,1,1,2,3,0.9584,0,0
1,1,1,0,2,3,0.086214,0,0
1,3,1,1,1,3,0.970455,0,0
1,2,1,1,1,3,0.971569,0,0
1,3,0,0.344086,3,3,0.350063,0,0
2,2,1,0,2,1,0.078093,0,0
0,1,0,0.344086,3,3,0.327352,0,0
1,3,0,0,2,1,0.016256,0,0
0,3,1,1,3,1,0.976144,0,0
2,1,0.428571,0,2,3,0.038343,0,0
2,1,0,0.344086,2,2,0.315239,0,0
0,1,0.428571,0.344086,1,1,0.336887,0,0
4,3,0.428571,0.344086,2,1,0.361051,0,0
3,3,1,0,3,1,0.069688,0,0
4,2,0.142857,1,3,3,0.921772,0,0
4,3,1,1,3,1,0.99944,0,0
4,3,0.142857,0,1,1,0.034545,0,0
1,3,0.142857,0.344086,1,2,0.336146,0,0
2,3,1,1,1,2,0.97853,0,0
4,1,1,0.344086,3,3,0.379653,0,0
2,1,0.142857,0,3,1,0.030943,0,0
0,2,1,0.344086,3,3,0.389963,0,0
3,1,0.142857,1,1,3,0.912887,0,0
0,3,0.428571,1,3,3,0.941993,0,0
0,3,1,0.344086,2,3,0.407426,0,0
1,1,0.428571,0,3,3,0.027361,0,0
3,1,0,0.344086,3,1,0.325026,0,0
0,2,0.428571,0,3,2,0.049491,0,0
0,3,0.428571,0.344086,3,2,0.359724,0,0
3,2,0.142857,1,1,3,0.920533,0,0
3,3,0.428571,0,3,1,0.043021,0,0
0,1,1,0,1,1,0.074936,0,0
3,1,0.142857,0,3,2,0.015661,0,0
0,3,0,1,2,1,0.937842,0,0
0,3,1,0.344086,3,1,0.397614,0,0
1,1,0,1,3,3,0.90729,0,0
4,3,0.428571,0,3,2,0.051291,0,0
0,3,1,0.344086,3,3,0.400854,0,0
2,3,1,1,3,3,0.977504,0,0
4,2,0,0,3,2,0.01529,0,0
4,3,1,0,3,1,0.089645,0,0
4,2,1,1,3,1,0.970233,0,0
1,3,1,1,2,2,0.977923,0,0
0,1,0.428571,1,3,3,0.944934,0,0
1,1,0,0,3,2,0.018308,0,0
0,2,1,1,3,1,0.987366,0,0
1,3,0.142857,0,2,3,0.028602,0,0
1,1,0.142857,1,1,3,0.917504,0,0
2,3,0.142857,0,3,3,0.036026,0,0
1,3,0.142857,0,1,3,0.044689,0,0
3,1,0.428571,0.344086,3,3,0.359884,0,0
2,3,1,1,2,2,0.979797,0,0
1,2,0,1,2,3,0.916429,0,0
4,3,1,0,3,1,0.078269,0,0
3,1,0.428571,0,3,3,0.043065,0,0
3,3,0.142857,0,3,3,0.03113,0,0
3,3,0.428571,0.344086,3,1,0.368936,0,0
2,3,1,0.344086,2,3,0.393089,0,0
1,3,0,0,3,3,0.026898,0,0
1,2,0.428571,1,2,2,0.930814,0,0
4,3,0,1,3,3,0.908999,0,0
4,3,0.428571,0.344086,3,1,0.381065,0,0
3,3,0,0.344086,2,3,0.333831,0,0
4,1,0,0,3,2,0.019211,0,0
2,3,0.142857,1,3,3,0.929072,0,0
1,3,0,0,2,3,0.033793,0,0
3,3,0.142857,0.344086,3,3,0.351319,0,0
4,1,1,1,1,3,0.960812,0,0
2,3,1,1,2,2,0.969348,0,0
2,2,0.142857,0.344086,3,3,0.331896,0,0
4,3,0.142857,0,3,1,0.035681,0,0
1,1,0.428571,0,3,3,0.041782,0,0
4,3,0.428571,1,3,2,0.948384,0,0
3,3,0.428571,0.344086,3,1,0.377905,0,0
4,1,1,1,3,3,0.961062,0,0
2,3,0.428571,0.344086,1,1,0.355368,0,0
4,2,0,0,2,1,0.022112,0,0
1,3,0,0.344086,1,2,0.325076,0,0
0,3,0.428571,0,2,1,0.058966,0,0
4,3,0,0.344086,3,1,0.335057,0,0
1,3,1,1,1,1,0.976797,0,0
1,3,0,0,2,2,0.027771,0,0
2,2,1,1,1,1,0.98019,0,0
1,2,0.142857,1,3,3,0.932965,0,0
1,3,0.142857,0,3,1,0.036128,0,0
1,3,0.142857,0,3,3,0.0432,0,0
1,3,0.142857,1,3,3,0.941232,0,0
3,3,0,1,3,2,0.929722,0,0
3,2,0.428571,1,3,3,0.940646,0,0
2,3,0,1,1,3,0.92612,0,0
4,1,1,0,3,3,0.065187,0,0
1,3,0,0,3,3,0.026583,0,0
4,1,0,1,3,1,0.908706,0,0
4,2,1,0.344086,3,3,0.382858,0,0
2,2,0.142857,0.344086,3,3,0.323684,0,0
1,2,0.142857,0,3,3,0.022776,0,0
1,3,0.142857,1,3,2,0.929799,0,0
0,2,0.428571,1,2,3,0.947407,0,0
4,2,1,0,3,3,0.082125,0,0
4,1,1,0.344086,2,1,0.390923,0,0
3,2,0,0.344086,3,1,0.341041,0,0
0,1,0.428571,0.344086,3,1,0.355146,0,0
3,1,0.142857,0,1,3,0.022278,0,0
3,3,0.428571,0.344086,3,3,0.351104,0,0
3,3,1,0,1,3,0.098242,0,0
2,3,1,0,3,2,0.072372,0,0
2,2,0,1,2,3,0.919404,0,0
3,2,0,0.344086,3,2,0.338095,0,0
0,3,1,0,1,2,0.092705,0,0
4,3,0.142857,0.344086,3,3,0.331672,0,0
0,2,0.142857,0.344086,2,3,0.334868,0,0
1,1,0.428571,1,3,3,0.928751,0,0
2,2,1,0.344086,3,3,0.370897,0,0
4,2,1,1,3,2,0.976728,0,0
4,2,0.142857,0,3,2,0.025962,0,0
1,3,0.142857,0.344086,3,3,0.354956,0,0
1,3,1,0,1,3,0.084143,0,0
3,3,0,0.344086,2,1,0.334415,0,0
2,3,1,0,2,2,0.082002,0,0
2,3,1,0.344086,3,1,0.397376,0,0
0,3,0.142857,0.344086,3,3,0.344483,0,0
3,3,0.142857,0.344086,1,2,0.348728,0,0
3,1,0,0.344086,3,2,0.340112,0,0
3,1,0,0.344086,3,1,0.319094,0,0
3,1,0.428571,0.344086,3,2,0.345828,0,0
2,3,1,0.344086,1,3,0.395169,0,0
2,3,0.142857,0.344086,1,1,0.343253,0,0
3,1,0,0.344086,3,3,0.339906,0,0
0,3,0.428571,0,3,3,0.062906,0,0
4,1,0.428571,1,1,3,0.92708,0,0
4,3,0.142857,0.344086,3,1,0.351362,0,0
0,2,0.142857,1,3,3,0.919965,0,0
3,1,0.428571,0.344086,3,3,0.343472,0,0
2,2,0,0.344086,3,3,0.33233,0,0
4,2,0.428571,0,2,3,0.052446,0,0
1,2,1,0,2,1,0.081537,0,0
1,2,1,1,3,1,0.973267,0,0
0,3,0.142857,0,2,2,0.04459,0,0
3,3,0,0,1,3,0.025185,0,0
4,2,0,1,2,1,0.905612,0,0
3,3,1,0,2,1,0.081469,0,0
4,3,0.428571,0.344086,2,2,0.359135,0,0
0,2,0.142857,1,2,1,0.928755,0,0
0,2,0.428571,1,2,1,0.936678,0,0
1,1,0.428571,0.344086,1,2,0.339333,0,0
3,1,0.428571,0,3,1,0.042753,0,0
1,3,0,1,3,2,0.918477,0,0
3,1,1,1,3,2,0.967364,0,0
1,3,0,0.344086,1,2,0.330711,0,0
2,3,1,0.344086,2,3,0.388118,0,0
2,1,0.142857,0,3,3,0.032667,0,0
2,3,0.142857,1,3,2,0.940663,0,0
2,2,0.428571,0,3,2,0.050505,0,0
4,3,1,0,2,3,0.074386,0,0
2,2,1,0.344086,3,3,0.384459,0,0
0,3,1,1,2,3,0.979085,0,0
0,3,0.428571,1,2,3,0.929269,0,0
4,1,0.428571,1,3,1,0.928605,0,0
2,3,0.142857,0.344086,3,2,0.341909,0,0
2,3,0,0.344086,2,1,0.337538,0,0
2,3,1,0.344086,2,3,0.389705,0,0
1,3,1,0.344086,3,3,0.384975,0,0
3,3,0,0.344086,2,3,0.334926,0,0
1,1,1,1,1,2,0.969849,0,0
3,1,0.428571,0,2,3,0.04132,0,0
2,3,0.428571,1,3,2,0.951275,0,0
2,2,1,0,1,1,0.080366,0,0
1,3,0.428571,0.344086,3,2,0.362406,0,0
1,3,0.428571,0,3,3,0.057425,0,0
3,2,1,1,3,2,0.968581,0,0
0,1,0.142857,1,3,3,0.921684,0,0
3,3,0,0,2,1,0.021669,0,0
1,2,0.428571,0.344086,1,3,0.358856,0,0
1,3,0.142857,0.344086,1,3,0.342946,0,0
4,2,0.428571,1,1,2,0.94951,0,0
1,3,0.428571,0,3,3,0.054809,0,0
4,1,0,0.344086,2,3,0.315666,0,0
0,3,0.428571,0.344086,2,3,0.359796,0,0
3,2,0,1,2,3,0.924258,0,0
3,3,0,0.344086,3,3,0.335113,0,0
4,1,0,0,1,1,0.017028,0,0
3,3,0.142857,1,1,3,0.925148,0,0
1,3,1,1,1,2,0.981161,0,0
2,1,0.142857,0,3,1,0.030771,0,0
4,1,1,1,3,1,0.964052,0,0
3,1,1,0.344086,2,3,0.368831,0,0
4,3,0,0.344086,1,3,0.343648,0,0
4,3,0.428571,0,2,1,0.05465,0,0
2,3,0,0.344086,1,3,0.326667,0,0
1,1,0.428571,0,3,3,0.046336,0,0
4,2,1,0,3,1,0.068204,0,0
3,3,0,0.344086,2,1,0.318454,0,0
0,2,0.428571,0,3,3,0.058414,0,0
4,3,0.142857,0.344086,1,2,0.350987,0,0
4,1,0.428571,1,3,3,0.936715,0,0
2,3,0,1,3,1,0.927427,0,0
1,2,0.142857,0,2,2,0.055612,0,0
0,2,0.428571,0.344086,3,3,0.362824,0,0
3,3,0.428571,0.344086,2,3,0.351108,0,0
0,3,0.428571,1,2,3,0.932526,0,0
3,3,0.428571,1,1,3,0.959458,0,0
1,1,0.428571,0.344086,2,3,0.355139,0,0
3,1,0.142857,0,3,3,0.029858,0,0
2,3,1,1,3,1,0.976239,0,0
2,3,0.142857,0,3,3,0.037228,0,0
2,2,0.142857,0,3,1,0.024258,0,0
2,1,0.142857,1,3,3,0.925515,0,0
0,1,1,0,1,2,0.078629,0,0
1,3,0,0,2,3,0.027666,0,0
3,1,1,0.344086,1,2,0.389747,0,0
3,2,0.142857,0,3,3,0.030201,0,0
2,1,0.428571,0.344086,3,3,0.356506,0,0
2,2,0.428571,1,1,2,0.928456,0,0
4,1,0.142857,1,3,3,0.921368,0,0
1,3,0.428571,0.344086,3,2,0.352221,0,0
0,1,0.142857,1,3,3,0.922948,0,0
3,3,0.428571,0,2,3,0.065158,0,0
4,1,1,0,2,2,0.076907,0,0
4,3,0,0,1,3,0.015105,0,0
3,3,0,1,1,1,0.931174,0,0
0,3,1,0,1,1,0.084907,0,0
4,3,1,1,3,3,0.992657,0,0
4,2,0.142857,0,1,1,0.029421,0,0
1,2,0.142857,0.344086,3,3,0.333457,0,0
0,3,0.142857,1,3,3,0.936599,0,0
4,3,0.428571,1,3,1,0.953776,0,0
0,3,0.142857,0,2,3,0.0357,0,0
3,3,1,1,3,1,0.96996,0,0
2,3,0,1,3,2,0.92529,0,0
4,2,0.428571,0.344086,1,1,0.35441,0,0
1,1,0.142857,0.344086,2,1,0.329597,0,0
3,3,0.428571,0,3,2,0.046349,0,0
0,3,0.428571,0.344086,1,2,0.365973,0,0
3,1,0.142857,0,1,3,0.01575,0,0
4,3,0.428571,0,2,3,0.041804,0,0
0,1,0,0,1,3,0.021709,0,0
2,3,1,1,3,3,0.981616,0,0
3,1,1,0.344086,1,3,0.368123,0,0
4,2,0,0,3,2,0.010691,0,0
1,3,0.428571,0.344086,3,3,0.3545,0,0
0,2,0.142857,0,3,3,0.028566,0,0
3,3,0.428571,0.344086,3,2,0.369693,0,0
3,3,0,0.344086,3,3,0.338517,0,0
2,3,0.428571,0,1,3,0.048975,0,0
2,1,1,1,3,3,0.972744,0,0
1,2,0.428571,0.344086,3,3,0.354539,0,0
1,1,0,1,3,2,0.902837,0,0
4,3,1,1,3,2,0.974928,0,0
4,3,0.428571,0,1,1,0.045431,0,0
1,3,0.428571,0,2,3,0.068338,0,0
1,3,1,0,3,1,0.096132,0,0
0,3,0.142857,0.344086,1,3,0.333265,0,0
2,3,1,0,3,1,0.093596,0,0
4,1,0.142857,0,1,1,0.018633,0,0
2,3,0,0.344086,1,2,0.344337,0,0
2,1,0,0.344086,1,3,0.323321,0,0
1,3,1,0,1,1,0.079825,0,0
0,3,1,0,3,2,0.091706,0,0
3,3,0,0,1,2,0.028217,0,0
0,1,0.142857,0,3,1,0.02888,0,0
0,2,0,1,3,1,0.918031,0,0
2,2,1,1,1,3,0.970325,0,0
0,2,0,0,3,3,0.028786,0,0
4,1,1,1,3,1,0.990533,0,0
2,3,1,0.344086,3,3,0.408021,0,0
4,3,0,1,1,3,0.919653,0,0
3,2,0.142857,1,3,3,0.922837,0,0
2,2,0.428571,0,3,3,0.046061,0,0
3,2,0,1,1,3,0.906195,0,0
2,3,0.428571,1,1,3,0.948139,0,0
1,3,0,1,3,3,0.911573,0,0
0,3,0.428571,1,1,2,0.947326,0,0
1,2,0.142857,0.344086,3,3,0.347114,0,0
3,3,0.142857,0,2,3,0.039327,0,0
0,3,0,0,3,1,0.029717,0,0
2,1,1,0.344086,3,2,0.373355,0,0
0,3,0.428571,1,1,3,0.959872,0,0
4,1,1,0.344086,1,3,0.372129,0,0
0,3,1,1,3,2,0.977719,0,0
4,2,1,0.344086,3,3,0.372724,0,0
0,3,0.142857,0,3,1,0.041519,0,0
4,3,0,0,2,2,0.02801,0,0
3,3,0,0,1,3,0.030081,0,0
1,3,0.142857,1,1,1,0.921855,0,0
2,2,0.142857,1,3,1,0.930663,0,0
0,1,0,0.344086,1,3,0.306541,0,0
1,2,1,0.344086,2,1,0.385709,0,0
2,1,0.428571,0,3,2,0.043484,0,0
2,3,0.428571,1,3,3,0.949405,0,0
4,2,0.428571,0.344086,2,3,0.353332,0,0
3,3,1,1,1,3,0.989997,0,0
3,3,0,1,3,3,0.9332,0,0
1,3,0.142857,0,3,1,0.038539,0,0
3,1,0,0,2,3,0.008076,0,0
0,3,1,1,3,3,0.989391,0,0
3,3,0.142857,1,3,3,0.934944,0,0
1,2,1,1,1,3,0.984124,0,0
3,3,0.428571,1,1,3,0.939395,0,0
0,3,0.428571,0,3,2,0.046841,0,0
4,1,1,0.344086,3,2,0.384402,0,0
1,3,0.142857,0,1,3,0.015859,0,0
4,2,0.142857,0.344086,3,3,0.335293,0,0
4,1,0,1,3,3,0.910246,0,0
4,2,0.428571,0.344086,1,2,0.354221,0,0
2,1,0,0,3,3,0.008448,0,0
2,1,0,0,3,3,0.009523,0,0
4,1,1,1,1,3,0.974969,0,0
1,3,1,0,2,3,0.088486,0,0
0,3,0,1,2,3,0.926551,0,0
0,3,0.428571,0,3,3,0.054859,0,0
3,2,1,0,3,3,0.080772,0,0
1,2,0,1,2,3,0.916902,0,0
2,3,0,0.344086,3,3,0.347109,0,0
4,2,0,0,3,3,0.021314,0,0
3,1,0,0.344086,3,3,0.322827,0,0
0,3,0,0,2,3,0.034601,0,0
2,1,0,0,1,3,0.014098,0,0
2,3,1,0,2,1,0.084384,0,0
4,3,0.428571,0,3,2,0.059808,0,0
0,1,0,0.344086,1,3,0.317852,0,0
1,1,0.142857,0.344086,3,3,0.336004,0,0
2,3,1,0,1,3,0.098312,0,0
4,2,1,0,1,3,0.085128,0,0
1,1,0,0.344086,3,3,0.325687,0,0
0,3,1,1,3,3,0.984682,0,0
2,1,0,1,1,3,0.903457,0,0
1,3,0.428571,0.344086,2,3,0.351193,0,0
1,3,0.428571,0,3,1,0.07276,0,0
1,1,1,0,2,2,0.084624,0,0
2,1,1,1,2,2,0.962267,0,0
2,1,0.142857,1,3,2,0.924333,0,0
3,2,1,0.344086,1,3,0.383189,0,0
0,1,0.142857,1,2,2,0.928885,0,0
4,3,0.428571,0.344086,2,1,0.363048,0,0
1,1,0.428571,1,2,2,0.933756,0,0
3,3,0,1,2,1,0.914757,0,0
4,3,0.428571,1,1,3,0.95413,0,0
3,3,0.142857,0,2,3,0.034471,0,0
2,3,1,0,1,3,0.082022,0,0
1,2,0,0,3,2,0.021289,0,0
4,3,0.142857,1,2,1,0.926955,0,0
4,3,1,0.344086,2,1,0.381254,0,0
4,2,0,0.344086,3,3,0.336759,0,0
4,1,0.428571,0.344086,3,1,0.350391,0,0
4,3,0.142857,0.344086,1,3,0.359968,0,0
3,2,1,0,3,1,0.07358,0,0
1,1,0,0,1,3,0.021471,0,0
2,2,0,1,1,2,0.91435,0,0
2,2,0.428571,1,3,1,0.96021,0,0
2,3,1,0.344086,3,3,0.399024,0,0
2,3,0.428571,0,2,2,0.055487,0,0
3,3,0.428571,0.344086,1,1,0.360361,0,0
0,1,1,1,3,3,0.960277,0,0
1,2,1,1,2,3,0.97521,0,0
4,2,1,0.344086,3,3,0.378639,0,0
0,1,0.142857,1,1,1,0.906033,0,0
2,2,1,0.344086,3,2,0.393648,0,0
0,3,0,0,3,2,0.015897,0,0
1,1,0.428571,0.344086,3,1,0.348586,0,0
4,3,0.142857,0,3,3,0.025149,0,0
4,1,1,0,3,3,0.072144,0,0
1,1,0.142857,1,2,2,0.918541,0,0
1,1,1,1,1,3,0.976885,0,0
2,3,0.142857,1,1,1,0.945728,0,0
4,3,0.428571,0.344086,3,3,0.356266,0,0
0,3,0.428571,0.344086,3,1,0.363825,0,0
3,2,0,1,2,1,0.952003,0,0
3,1,0,0.344086,1,3,0.320675,0,0
1,3,1,1,2,3,0.968797,0,0
2,2,0.428571,0.344086,3,3,0.350164,0,0
3,3,0.142857,0,2,1,0.037548,0,0
4,1,0.142857,0,3,2,0.022647,0,0
1,2,0.142857,1,3,3,0.927731,0,0
0,1,0,0.344086,1,1,0.323943,0,0
1,2,0.142857,0.344086,2,3,0.335913,0,0
0,3,0,0,2,1,0.021524,0,0
1,2,0,0,2,2,0.025819,0,0
1,2,1,1,1,3,0.972377,0,0
1,2,0.142857,0,1,2,0.032348,0,0
0,2,0.142857,1,3,3,0.914599,0,0
0,3,0.428571,0,2,3,0.054519,0,0
1,3,1,0,2,1,0.072705,0,0
3,3,0.428571,0.344086,3,3,0.365569,0,0
2,3,1,0,3,3,0.092708,0,0
2,2,0.142857,0,1,2,0.035435,0,0
2,3,0,1,3,2,0.926283,0,0
0,2,0,0,2,2,0.028378,0,0
0,2,0,1,3,3,0.913271,0,0
3,3,0,0,3,3,0.027738,0,0
2,1,0,0,3,3,0.037123,0,0
2,3,0.428571,1,2,3,0.956833,0,0
1,2,1,0.344086,3,3,0.379362,0,0
0,3,0.142857,1,1,3,0.914012,0,0
2,3,0.428571,1,1,2,0.941514,0,0
3,3,1,1,2,3,0.992217,0,0
3,3,0,0.344086,1,1,0.333925,0,0
2,3,1,0,1,3,0.063287,0,0
0,1,1,1,3,2,0.96712,0,0
3,3,0,1,3,1,0.922514,0,0
1,1,0,0.344086,2,1,0.305472,0,0
3,3,0,1,2,2,0.923387,0,0
4,3,0.142857,0,2,3,0.023242,0,0
4,3,0,0.344086,2,2,0.320142,0,0
0,1,0.142857,0,1,3,0.033587,0,0
2,1,0,0,3,2,0.009533,0,0
